postal_code,kraj,okres
94122,Nitriansky,NZ
94123,Nitriansky,Nové Zámky
94131,Nitriansky,Nové Zámky
94132,Nitriansky,Nové Zámky
94133,Nitriansky,Nové Zámky
94134,Nitriansky,Nové Zámky
94135,Nitriansky,Nové Zámky
94136,Nitriansky,Nové Zámky
94137,Nitriansky,Nové Zámky
94141,Nitriansky,Nové Zámky
94142,Nitriansky,Nové Zámky
94143,Nitriansky,Nové Zámky
94144,Nitriansky,Nové Zámky
94145,Nitriansky,Nové Zámky
94146,Nitriansky,Nové Zámky
94147,Nitriansky,Nové Zámky
94148,Nitriansky,Nové Zámky
94149,Nitriansky,Nové Zámky
94150,Nitriansky,Nové Zámky
94151,Nitriansky,Nové Zámky
94162,Nitriansky,Nové Zámky
94201,Nitriansky,Nové Zámky
94218,Nitriansky,NZ
94301,Nitriansky,Nové Zámky
94304,Nitriansky,Nové Zámky
94342,Nitriansky,Nové Zámky
94352,Nitriansky,Nové Zámky
94353,Nitriansky,Nové Zámky
94354,Nitriansky,Nové Zámky
94355,Nitriansky,Nové Zámky
94356,Nitriansky,Nové Zámky
94357,Nitriansky,Nové Zámky
94358,Nitriansky,Nové Zámky
94359,Nitriansky,Nové Zámky
94360,Nitriansky,Nové Zámky
94361,Nitriansky,Nové Zámky
94365,Nitriansky,Nové Zámky
94501,Nitriansky,Komárno
94504,Nitriansky,Komárno
94505,Nitriansky,Komárno
94511,Nitriansky,KN
94512,Nitriansky,KN
94515,Nitriansky,KN
94523,Nitriansky,KN
94525,Nitriansky,KN
94528,Nitriansky,KN
94529,Nitriansky,KN
94530,Nitriansky,KN
94533,Nitriansky,KN
94535,Nitriansky,KN
94540,Nitriansky,KN
94545,Nitriansky,KN
94547,Nitriansky,KN
94550,Nitriansky,KN
94552,Nitriansky,KN
94553,Nitriansky,KN
94559,Nitriansky,KN
94560,Nitriansky,KN
94567,Nitriansky,KN
94571,Nitriansky,KN
94574,Nitriansky,KN
94575,Nitriansky,KN
94576,Nitriansky,KN
94578,Nitriansky,KN
94579,Nitriansky,KN
94584,Nitriansky,KN
94601,Nitriansky,Komárno
94602,Nitriansky,Komárno
94603,Nitriansky,Komárno
94612,Nitriansky,Komárno
94613,Nitriansky,Komárno
94614,Nitriansky,Komárno
94615,Nitriansky,Komárno
94616,Nitriansky,Komárno
94617,Nitriansky,Komárno
94619,Nitriansky,Komárno
94621,Nitriansky,Komárno
94631,Nitriansky,Komárno
94632,Nitriansky,Komárno
94633,Nitriansky,Komárno
94634,Nitriansky,Komárno
94635,Nitriansky,Komárno
94636,Nitriansky,Komárno
94637,Nitriansky,Komárno
94638,Nitriansky,Komárno
94639,Nitriansky,Komárno
94651,Nitriansky,Komárno
94652,Nitriansky,Komárno
94654,Nitriansky,Komárno
94655,Nitriansky,Komárno
94656,Nitriansky,Komárno
94657,Nitriansky,Komárno
94701,Nitriansky,Komárno
94703,Nitriansky,Komárno
94712,Nitriansky,KN
94901,Nitriansky,Nitra
94903,Nitriansky,NR
94905,Nitriansky,Nitra
94907,Nitriansky,Nitra
94909,Nitriansky,NR
94910,Nitriansky,NR
94911,Nitriansky,Nitra
94912,Nitriansky,NR
94921,Nitriansky,NR
94928,Nitriansky,NR
94931,Nitriansky,NR
94935,Nitriansky,NR
94936,Nitriansky,NR
94939,Nitriansky,NR
94944,Nitriansky,NR
94948,Nitriansky,NR
94955,Nitriansky,NR
94958,Nitriansky,NR
94960,Nitriansky,NR
94961,Nitriansky,NR
94963,Nitriansky,NR
94965,Nitriansky,NR
94966,Nitriansky,NR
94968,Nitriansky,NR
94973,Nitriansky,NR
94974,Nitriansky,NR
94976,Nitriansky,NR
94978,Nitriansky,NR
94979,Nitriansky,NR
94985,Nitriansky,NR
94989,Nitriansky,NR
94999,Nitriansky,NR
95001,Nitriansky,NR
95003,Nitriansky,NR
95006,Nitriansky,NR
95007,Nitriansky,NR
95008,Nitriansky,NR
95012,Nitriansky,NR
95015,Nitriansky,NR
95016,Nitriansky,NR
95022,Nitriansky,NR
95028,Nitriansky,NR
95030,Nitriansky,NR
95043,Nitriansky,NR
95047,Nitriansky,NR
95048,Nitriansky,NR
95050,Nitriansky,NR
95053,Nitriansky,NR
95061,Nitriansky,NR
95101,Nitriansky,Nitra
95102,Nitriansky,Nitra
95103,Nitriansky,Nitra
95104,Nitriansky,Nitra
95105,Nitriansky,Nitra
95106,Nitriansky,Nitra
95107,Nitriansky,Nitra
95108,Nitriansky,Nitra
95112,Nitriansky,Nitra
95113,Nitriansky,Nitra
95115,Nitriansky,Nitra
95116,Nitriansky,Nitra
95117,Nitriansky,Nitra
95121,Nitriansky,Nitra
95122,Nitriansky,Nitra
95123,Nitriansky,Nitra
95124,Nitriansky,Nitra
95125,Nitriansky,Nitra
95126,Nitriansky,Nitra
95131,Nitriansky,Šaľa
95132,Nitriansky,Šaľa
95133,Nitriansky,Šaľa
95134,Nitriansky,Nitra
95135,Nitriansky,Nitra
95136,Nitriansky,Nitra
95137,Nitriansky,Nitra
95141,Nitriansky,Nitra
95142,Nitriansky,Nitra
95143,Nitriansky,Nitra
95144,Nitriansky,Nitra
95145,Nitriansky,Nitra
95146,Nitriansky,Nitra
95148,Nitriansky,Nitra
95151,Nitriansky,Nitra
95152,Nitriansky,Zlaté Moravce
95153,Nitriansky,Nitra
95154,Nitriansky,Nitra
95161,Nitriansky,Nitra
95162,Nitriansky,Zlaté Moravce
95171,Nitriansky,Zlaté Moravce
95172,Nitriansky,Zlaté Moravce
95173,Nitriansky,Nitra
95174,Nitriansky,Nitra
95175,Nitriansky,Zlaté Moravce
95176,Nitriansky,Zlaté Moravce
95177,Nitriansky,Zlaté Moravce
95178,Nitriansky,NR
95181,Nitriansky,Zlaté Moravce
95182,Nitriansky,Zlaté Moravce
95185,Nitriansky,Zlaté Moravce
95187,Nitriansky,Zlaté Moravce
95188,Nitriansky,Nitra
95191,Nitriansky,Zlaté Moravce
95192,Nitriansky,Zlaté Moravce
95193,Nitriansky,Zlaté Moravce
95194,Nitriansky,Zlaté Moravce
95195,Nitriansky,Zlaté Moravce
95196,Nitriansky,Zlaté Moravce
95197,Nitriansky,Zlaté Moravce
95201,Nitriansky,Nitra
95212,Nitriansky,NR
95214,Nitriansky,NR
95216,Nitriansky,NR
95217,Nitriansky,NR
95280,Nitriansky,NR
95281,Nitriansky,NR
95301,Nitriansky,Zlaté Moravce
95305,Nitriansky,Zlaté Moravce
95311,Nitriansky,ZM
95317,Nitriansky,ZM
95320,Nitriansky,ZM
95321,Nitriansky,ZM
95322,Nitriansky,ZM
95328,Nitriansky,ZM
95330,Nitriansky,ZM
95333,Nitriansky,ZM
95336,Nitriansky,ZM
95338,Nitriansky,ZM
95339,Nitriansky,ZM
95340,Nitriansky,ZM
95342,Nitriansky,ZM
95501,Nitriansky,Topoľčany
95503,Nitriansky,Topoľčany
95513,Nitriansky,TO
95514,Nitriansky,TO
95515,Nitriansky,TO
95520,Nitriansky,TO
95521,Nitriansky,TO
95523,Nitriansky,TO
95528,Nitriansky,TO
95535,Nitriansky,TO
95537,Nitriansky,TO
95539,Nitriansky,TO
95540,Nitriansky,TO
95548,Nitriansky,TO
95555,Nitriansky,TO
95556,Nitriansky,TO
95561,Nitriansky,TO
95582,Nitriansky,TO
95586,Nitriansky,TO
95588,Nitriansky,TO
95592,Nitriansky,TO
95594,Nitriansky,TO
95601,Nitriansky,Topoľčany
95602,Nitriansky,Topoľčany
95603,Nitriansky,Topoľčany
95604,Nitriansky,TO
95605,Nitriansky,Topoľčany
95606,Nitriansky,Topoľčany
95607,Nitriansky,Topoľčany
95608,Nitriansky,Topoľčany
95611,Nitriansky,Topoľčany
95612,Nitriansky,Topoľčany
95613,Nitriansky,Topoľčany
95614,Nitriansky,Topoľčany
95615,Nitriansky,Topoľčany
95616,Nitriansky,Topoľčany
95617,Nitriansky,Topoľčany
95618,Trenčiansky,Partizánske
95619,Nitriansky,Topoľčany
95621,Nitriansky,Topoľčany
95622,Nitriansky,Topoľčany
95631,Nitriansky,Topoľčany
95632,Trenčiansky,Partizánske
95633,Trenčiansky,Partizánske
95634,Trenčiansky,Partizánske
95635,Trenčiansky,Bánovce nad Bebravou
95636,Trenčiansky,Bánovce nad Bebravou
95637,Trenčiansky,Bánovce nad Bebravou
95638,Trenčiansky,Bánovce nad Bebravou
95641,Trenčiansky,Bánovce nad Bebravou
95643,Trenčiansky,BN
95652,Trenčiansky,Bánovce nad Bebravou
95653,Trenčiansky,Bánovce nad Bebravou
95654,Trenčiansky,Bánovce nad Bebravou
95655,Trenčiansky,Bánovce nad Bebravou
95701,Trenčiansky,Bánovce nad Bebravou
95703,Trenčiansky,Bánovce nad Bebravou
95704,Trenčiansky,Bánovce nad Bebravou
95716,Trenčiansky,BN
95717,Trenčiansky,BN
95801,Trenčiansky,Partizánske
95803,Trenčiansky,Partizánske
95804,Trenčiansky,Partizánske
95806,Trenčiansky,Partizánske
95807,Trenčiansky,PE
95814,Trenčiansky,PE
95817,Trenčiansky,PE
95822,Trenčiansky,PE
95824,Trenčiansky,PE
95826,Trenčiansky,PE
95829,Trenčiansky,PE
95841,Trenčiansky,Partizánske
95842,Trenčiansky,Partizánske
95843,Trenčiansky,Partizánske
95844,Trenčiansky,Partizánske
95845,Trenčiansky,Partizánske
95852,Trenčiansky,Partizánske
95853,Trenčiansky,Partizánske
95854,Trenčiansky,Partizánske
96001,Banskobystrický,Zvolen
96003,Banskobystrický,ZV
96007,Banskobystrický,ZV
96008,Banskobystrický,ZV
96009,Banskobystrický,ZV
96012,Banskobystrický,ZV
96013,Banskobystrický,ZV
96019,Banskobystrický,ZV
96023,Banskobystrický,ZV
96024,Banskobystrický,ZV
96025,Banskobystrický,ZV
96026,Banskobystrický,ZV
96032,Banskobystrický,ZV
96036,Banskobystrický,ZV
96042,Banskobystrický,ZV
96044,Banskobystrický,ZV
96047,Banskobystrický,ZV
96053,Banskobystrický,ZV
96055,Banskobystrický,ZV
96061,Banskobystrický,ZV
96062,Banskobystrický,ZV
96064,Banskobystrický,ZV
96065,Banskobystrický,ZV
96066,Banskobystrický,ZV
96068,Banskobystrický,ZV
96069,Banskobystrický,ZV
96077,Banskobystrický,ZV
96078,Banskobystrický,ZV
96081,Banskobystrický,ZV
96082,Banskobystrický,ZV
96083,Banskobystrický,ZV
96086,Banskobystrický,ZV
96089,Banskobystrický,ZV
96093,Banskobystrický,ZV
96095,Banskobystrický,ZV
96098,Banskobystrický,ZV
96099,Banskobystrický,ZV
96102,Banskobystrický,ZV
96103,Banskobystrický,ZV
96107,Banskobystrický,ZV
96108,Banskobystrický,ZV
96109,Banskobystrický,ZV
96115,Banskobystrický,ZV
96116,Banskobystrický,ZV
96117,Banskobystrický,ZV
96120,Banskobystrický,ZV
96121,Banskobystrický,ZV
96133,Banskobystrický,ZV
96140,Banskobystrický,ZV
96150,Banskobystrický,ZV
96201,Banskobystrický,Zvolen
96202,Banskobystrický,Detva
96204,Banskobystrický,Detva
96205,Banskobystrický,Detva
96212,Banskobystrický,Detva
96221,Prešovský,Humenné
96223,Banskobystrický,Zvolen
96224,Banskobystrický,DT
96225,Banskobystrický,Detva
96231,Banskobystrický,Zvolen
96233,Banskobystrický,Zvolen
96234,Banskobystrický,Zvolen
96237,Banskobystrický,Zvolen
96241,Banskobystrický,Krupina
96243,Banskobystrický,Krupina
96244,Banskobystrický,Krupina
96251,Banskobystrický,Krupina
96252,Banskobystrický,Krupina
96255,Banskobystrický,Krupina
96261,Banskobystrický,Zvolen
96262,Banskobystrický,Zvolen
96263,Banskobystrický,Zvolen
96265,Banskobystrický,Krupina
96266,Banskobystrický,Krupina
96268,Banskobystrický,Krupina
96270,Banskobystrický,KA
96271,Banskobystrický,Krupina
96275,Banskobystrický,Detva
96301,Banskobystrický,Krupina
96311,Banskobystrický,KA
96316,Banskobystrický,KA
96321,Banskobystrický,KA
96346,Banskobystrický,KA
96380,Banskobystrický,KA
96388,Banskobystrický,KA
96501,Banskobystrický,Žiar nad Hronom
96519,Banskobystrický,ZH
96535,Banskobystrický,ZH
96537,Banskobystrický,ZH
96554,Banskobystrický,ZH
96563,Banskobystrický,ZH
96601,Banskobystrický,Žiar nad Hronom
96602,Banskobystrický,Žiar nad Hronom
96603,Banskobystrický,Žiar nad Hronom
96604,Banskobystrický,Žiar nad Hronom
96611,Banskobystrický,Zvolen
96615,Banskobystrický,Banská Štiavnica
96621,Banskobystrický,Žiar nad Hronom
96622,Banskobystrický,Žiar nad Hronom
96623,Banskobystrický,Žiar nad Hronom
96624,Banskobystrický,Žiar nad Hronom
96641,Banskobystrický,Žarnovica
96642,Banskobystrický,Žarnovica
96651,Banskobystrický,Žarnovica
96652,Banskobystrický,Žarnovica
96653,Banskobystrický,Žarnovica
96661,Banskobystrický,ZC
96671,Banskobystrický,Žarnovica
96674,Banskobystrický,Žarnovica
96677,Banskobystrický,Žarnovica
96678,Banskobystrický,Žarnovica
96681,Banskobystrický,Žarnovica
96701,Banskobystrický,Žiar nad Hronom
96801,Banskobystrický,Žarnovica
96814,Banskobystrický,ZC
96901,Banskobystrický,Banská Štiavnica
96924,Banskobystrický,BS
96950,Banskobystrický,BS
96955,Banskobystrický,BS
96958,Banskobystrický,BS
96972,Banskobystrický,Banská Štiavnica
96973,Banskobystrický,Banská Štiavnica
96981,Banskobystrický,BS
96982,Banskobystrický,Banská Štiavnica
97101,Trenčiansky,Prievidza
97104,Trenčiansky,PD
97106,Trenčiansky,PD
97112,Trenčiansky,PD
97113,Trenčiansky,PD
97119,Trenčiansky,PD
97126,Trenčiansky,PD
97127,Trenčiansky,PD
97131,Trenčiansky,PD
97134,Trenčiansky,PD
97136,Trenčiansky,PD
97144,Trenčiansky,PD
97148,Trenčiansky,PD
97151,Trenčiansky,PD
97153,Trenčiansky,PD
97155,Trenčiansky,PD
97157,Trenčiansky,PD
97158,Trenčiansky,PD
97166,Trenčiansky,PD
97168,Trenčiansky,PD
97172,Trenčiansky,PD
97173,Trenčiansky,PD
97174,Trenčiansky,PD
97180,Trenčiansky,PD
97201,Trenčiansky,Prievidza
97202,Trenčiansky,Prievidza
97205,Trenčiansky,Prievidza
97211,Trenčiansky,Prievidza
97212,Trenčiansky,Prievidza
97213,Trenčiansky,Prievidza
97214,Trenčiansky,Prievidza
97215,Trenčiansky,Prievidza
97216,Trenčiansky,Prievidza
97217,Trenčiansky,Prievidza
97221,Trenčiansky,Prievidza
97222,Trenčiansky,Prievidza
97223,Trenčiansky,Prievidza
97224,Trenčiansky,Prievidza
97225,Trenčiansky,Prievidza
97226,Trenčiansky,Prievidza
97227,Trenčiansky,Prievidza
97228,Trenčiansky,Prievidza
97229,Trenčiansky,Prievidza
97231,Trenčiansky,Prievidza
97232,Trenčiansky,Prievidza
97241,Trenčiansky,Prievidza
97242,Trenčiansky,Prievidza
97243,Trenčiansky,Prievidza
97244,Trenčiansky,Prievidza
97245,Trenčiansky,Prievidza
97246,Trenčiansky,Prievidza
97247,Trenčiansky,Prievidza
97248,Trenčiansky,Prievidza
97251,Trenčiansky,Prievidza
97271,Trenčiansky,Prievidza
97401,Banskobystrický,Banská Bystrica
97404,Banskobystrický,Banská Bystrica
97405,Banskobystrický,Banská Bystrica
97409,Banskobystrický,Banská Bystrica
97411,Banskobystrický,Banská Bystrica
97423,Banskobystrický,BB
97433,Banskobystrický,BB
97464,Banskobystrický,BB
97472,Banskobystrický,BB
97473,Banskobystrický,BB
97484,Banskobystrický,BB
97486,Banskobystrický,BB
97489,Banskobystrický,BB
97496,Banskobystrický,BB
97498,Banskobystrický,BB
97499,Banskobystrický,BB
97504,Banskobystrický,BB
97505,Banskobystrický,BB
97509,Banskobystrický,BB
97511,Banskobystrický,BB
97520,Banskobystrický,BB
97525,Banskobystrický,BB
97526,Banskobystrický,BB
97528,Banskobystrický,BB
97558,Banskobystrický,BB
97562,Banskobystrický,BB
97563,Banskobystrický,BB
97565,Banskobystrický,BB
97566,Banskobystrický,BB
97568,Banskobystrický,BB
97575,Banskobystrický,BB
97577,Banskobystrický,BB
97588,Banskobystrický,BB
97589,Banskobystrický,BB
97590,Banskobystrický,BB
97599,Banskobystrický,BB
97602,Banskobystrický,Banská Bystrica
97603,Banskobystrický,Banská Bystrica
97611,Banskobystrický,Banská Bystrica
97613,Banskobystrický,Banská Bystrica
97631,Banskobystrický,Banská Bystrica
97632,Banskobystrický,Banská Bystrica
97633,Banskobystrický,Banská Bystrica
97634,Banskobystrický,Banská Bystrica
97637,Banskobystrický,Banská Bystrica
97639,Banskobystrický,Banská Bystrica
97644,Banskobystrický,Brezno
97645,Banskobystrický,Brezno
97646,Banskobystrický,Brezno
97652,Banskobystrický,Brezno
97653,Banskobystrický,Brezno
97655,Banskobystrický,Banská Bystrica
97656,Banskobystrický,Brezno
97657,Banskobystrický,Brezno
97661,Banskobystrický,Banská Bystrica
97662,Banskobystrický,Banská Bystrica
97663,Banskobystrický,Brezno
97664,Banskobystrický,Brezno
97666,Banskobystrický,Brezno
97667,Banskobystrický,Brezno
97668,Banskobystrický,Brezno
97669,Banskobystrický,Brezno
97671,Banskobystrický,Brezno
97673,Banskobystrický,Brezno
97675,Banskobystrický,Brezno
97681,Banskobystrický,Brezno
97696,Banskobystrický,Banská Bystrica
97697,Banskobystrický,Brezno
97698,Banskobystrický,Brezno
97701,Banskobystrický,Brezno
97703,Banskobystrický,Brezno
97709,Banskobystrický,BR
97711,Banskobystrický,BR
97715,Banskobystrický,BR
97723,Banskobystrický,BR
97738,Banskobystrický,BR
97742,Banskobystrický,BR
97743,Banskobystrický,BR
97749,Banskobystrický,BR
97765,Banskobystrický,BR
97901,Banskobystrický,Rimavská Sobota
97903,Banskobystrický,RS
97911,Banskobystrický,RS
97912,Banskobystrický,RS
97913,Banskobystrický,RS
97914,Banskobystrický,RS
97921,Banskobystrický,RS
97927,Banskobystrický,RS
97980,Banskobystrický,RS
98001,Banskobystrický,Rimavská Sobota
98002,Banskobystrický,Rimavská Sobota
98003,Banskobystrický,Rimavská Sobota
98004,Banskobystrický,Rimavská Sobota
98011,Banskobystrický,RS
98012,Banskobystrický,Poltár
98013,Banskobystrický,Poltár
98021,Banskobystrický,Rimavská Sobota
98022,Banskobystrický,Rimavská Sobota
98023,Banskobystrický,Rimavská Sobota
98025,Banskobystrický,RS
98026,Banskobystrický,Rimavská Sobota
98031,Banskobystrický,Rimavská Sobota
98032,Banskobystrický,Rimavská Sobota
98033,Banskobystrický,Rimavská Sobota
98034,Banskobystrický,Rimavská Sobota
98035,Banskobystrický,Rimavská Sobota
98041,Banskobystrický,Rimavská Sobota
98042,Banskobystrický,Rimavská Sobota
98043,Banskobystrický,Rimavská Sobota
98044,Banskobystrický,Rimavská Sobota
98045,Banskobystrický,Rimavská Sobota
98046,Košický,Rožňava
98050,Banskobystrický,Rimavská Sobota
98052,Banskobystrický,Rimavská Sobota
98053,Banskobystrický,Rimavská Sobota
98054,Banskobystrický,Rimavská Sobota
98055,Banskobystrický,Rimavská Sobota
98061,Banskobystrický,Rimavská Sobota
98101,Banskobystrický,RS
98201,Banskobystrický,Revúca
98240,Banskobystrický,RA
98251,Banskobystrický,Rimavská Sobota
98252,Banskobystrický,Rimavská Sobota
98262,Banskobystrický,Revúca
98265,Banskobystrický,Revúca
98266,Banskobystrický,Revúca
98267,Banskobystrický,Rimavská Sobota
98401,Banskobystrický,Lučenec
98403,Banskobystrický,Lučenec
98404,Banskobystrický,LC
98412,Banskobystrický,LC
98414,Banskobystrický,LC
98416,Banskobystrický,LC
98417,Banskobystrický,LC
98421,Banskobystrický,LC
98428,Banskobystrický,LC
98432,Banskobystrický,LC
98433,Banskobystrický,LC
98434,Banskobystrický,LC
98436,Banskobystrický,LC
98437,Banskobystrický,LC
98438,Banskobystrický,LC
98439,Banskobystrický,LC
98442,Banskobystrický,LC
98445,Banskobystrický,LC
98446,Banskobystrický,LC
98453,Banskobystrický,LC
98460,Banskobystrický,LC
98480,Banskobystrický,LC
98501,Banskobystrický,Poltár
98502,Banskobystrický,Poltár
98503,Banskobystrický,Poltár
98505,Banskobystrický,Poltár
98506,Banskobystrický,Poltár
98507,Banskobystrický,Poltár
98511,Banskobystrický,Lučenec
98512,Banskobystrický,Lučenec
98513,Banskobystrický,Lučenec
98522,Banskobystrický,Poltár
98524,Banskobystrický,Poltár
98525,Banskobystrický,Poltár
98526,Banskobystrický,Poltár
98531,Banskobystrický,Lučenec
98532,Banskobystrický,Lučenec
98541,Banskobystrický,Lučenec
98542,Banskobystrický,Rimavská Sobota
98545,Banskobystrický,Poltár
98551,Banskobystrický,Detva
98552,Banskobystrický,Lučenec
98553,Banskobystrický,Lučenec
98554,Banskobystrický,Lučenec
98556,Banskobystrický,Lučenec
98557,Banskobystrický,Lučenec
98558,Banskobystrický,Lučenec
98559,Banskobystrický,Lučenec
98601,Banskobystrický,Lučenec
98611,Banskobystrický,LC
98615,Banskobystrický,LC
98701,Banskobystrický,Poltár
98782,Banskobystrický,PT
99001,Banskobystrický,Veľký Krtíš
99011,Banskobystrický,VK
99012,Banskobystrický,VK
99013,Banskobystrický,VK
99014,Banskobystrický,VK
99016,Banskobystrický,VK
99080,Banskobystrický,VK
99101,Banskobystrický,Veľký Krtíš
99102,Banskobystrický,Veľký Krtíš
99103,Banskobystrický,Veľký Krtíš
99105,Banskobystrický,Veľký Krtíš
99106,Banskobystrický,Veľký Krtíš
99107,Banskobystrický,Veľký Krtíš
99108,Banskobystrický,Veľký Krtíš
99109,Banskobystrický,Veľký Krtíš
99110,Banskobystrický,Veľký Krtíš
99111,Banskobystrický,Veľký Krtíš
99121,Banskobystrický,Veľký Krtíš
99122,Banskobystrický,Veľký Krtíš
99123,Banskobystrický,Veľký Krtíš
99124,Banskobystrický,Veľký Krtíš
99125,Banskobystrický,Veľký Krtíš
99126,Banskobystrický,Veľký Krtíš
99127,Banskobystrický,Veľký Krtíš
99128,Banskobystrický,Veľký Krtíš
99131,Banskobystrický,VK
99135,Banskobystrický,Veľký Krtíš
99141,Banskobystrický,Veľký Krtíš
99142,Banskobystrický,Veľký Krtíš
99201,Banskobystrický,Veľký Krtíš
99210,Banskobystrický,VK
99214,Banskobystrický,VK
